"Name","Code","Year","Current Gross Export","Sector"
"Stone, glass and ceramics","2 HS92","2016","$8.99B","Stone"
"Stone, glass and ceramics","2 HS92","2017","$9.38B","Stone"
"Stone, glass and ceramics","2 HS92","2018","$9.62B","Stone"
"Stone, glass and ceramics","2 HS92","2019","$10.0B","Stone"
"Stone, glass and ceramics","2 HS92","2020","$9.26B","Stone"
"Stone, glass and ceramics","2 HS92","2021","$12.8B","Stone"
"Minerals, fuels, ores and salts","3 HS92","1995","$2.78B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","1996","$3.70B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","1997","$3.92B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","1998","$3.60B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","1999","$3.86B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2000","$5.45B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2001","$4.80B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2002","$4.39B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2003","$5.95B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2004","$8.08B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2005","$9.94B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2006","$12.1B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2007","$14.6B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2008","$21.0B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2009","$12.0B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2010","$15.3B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2011","$26.0B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2012","$24.8B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2013","$26.2B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2014","$27.7B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2015","$17.0B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2016","$14.0B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2017","$22.1B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2018","$27.5B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2019","$20.6B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2020","$13.7B","Minerals"
"Minerals, fuels, ores and salts","3 HS92","2021","$23.0B","Minerals"
"Metals","4 HS92","1995","$7.90B","Metals"
"Metals","4 HS92","1996","$8.41B","Metals"
"Metals","4 HS92","1997","$9.17B","Metals"
"Metals","4 HS92","1998","$8.12B","Metals"
"Metals","4 HS92","1999","$7.78B","Metals"
"Metals","4 HS92","2000","$8.21B","Metals"
"Metals","4 HS92","2001","$8.04B","Metals"
"Metals","4 HS92","2002","$8.55B","Metals"
"Metals","4 HS92","2003","$10.6B","Metals"
"Metals","4 HS92","2004","$14.0B","Metals"
"Metals","4 HS92","2005","$15.9B","Metals"
"Metals","4 HS92","2006","$19.6B","Metals"
"Metals","4 HS92","2007","$24.9B","Metals"
"Metals","4 HS92","2008","$28.5B","Metals"
"Metals","4 HS92","2009","$19.0B","Metals"
"Metals","4 HS92","2010","$23.8B","Metals"
"Metals","4 HS92","2011","$28.6B","Metals"
"Metals","4 HS92","2012","$26.4B","Metals"
"Metals","4 HS92","2013","$26.4B","Metals"
"Metals","4 HS92","2014","$27.6B","Metals"
"Metals","4 HS92","2015","$23.6B","Metals"
"Metals","4 HS92","2016","$22.4B","Metals"
"Metals","4 HS92","2017","$26.7B","Metals"
"Metals","4 HS92","2018","$29.5B","Metals"
"Metals","4 HS92","2019","$26.7B","Metals"
"Metals","4 HS92","2020","$23.9B","Metals"
"Metals","4 HS92","2021","$34.1B","Metals"
"Chemicals and plastics","5 HS92","1995","$10.5B","Chemicals"
"Chemicals and plastics","5 HS92","1996","$11.4B","Chemicals"
"Chemicals and plastics","5 HS92","1997","$12.1B","Chemicals"
"Chemicals and plastics","5 HS92","1998","$13.0B","Chemicals"
"Chemicals and plastics","5 HS92","1999","$13.8B","Chemicals"
"Chemicals and plastics","5 HS92","2000","$14.1B","Chemicals"
"Chemicals and plastics","5 HS92","2001","$15.3B","Chemicals"
"Chemicals and plastics","5 HS92","2002","$17.7B","Chemicals"
"Chemicals and plastics","5 HS92","2003","$21.9B","Chemicals"
"Chemicals and plastics","5 HS92","2004","$25.4B","Chemicals"
"Chemicals and plastics","5 HS92","2005","$29.1B","Chemicals"
"Chemicals and plastics","5 HS92","2006","$32.2B","Chemicals"
"Chemicals and plastics","5 HS92","2007","$38.8B","Chemicals"
"Chemicals and plastics","5 HS92","2008","$42.9B","Chemicals"
"Chemicals and plastics","5 HS92","2009","$36.7B","Chemicals"
"Chemicals and plastics","5 HS92","2010","$42.3B","Chemicals"
"Chemicals and plastics","5 HS92","2011","$48.0B","Chemicals"
"Chemicals and plastics","5 HS92","2012","$46.4B","Chemicals"
"Chemicals and plastics","5 HS92","2013","$50.0B","Chemicals"
"Chemicals and plastics","5 HS92","2014","$50.9B","Chemicals"
"Chemicals and plastics","5 HS92","2015","$44.3B","Chemicals"
"Chemicals and plastics","5 HS92","2016","$44.1B","Chemicals"
"Chemicals and plastics","5 HS92","2017","$48.4B","Chemicals"
"Chemicals and plastics","5 HS92","2018","$53.2B","Chemicals"
"Chemicals and plastics","5 HS92","2019","$53.2B","Chemicals"
"Chemicals and plastics","5 HS92","2020","$52.3B","Chemicals"
"Chemicals and plastics","5 HS92","2021","$71.4B","Chemicals"
"Transport vehicles","6 HS92","1995","$23.1B","Vehicles"
"Transport vehicles","6 HS92","1996","$26.0B","Vehicles"
"Transport vehicles","6 HS92","1997","$26.2B","Vehicles"
"Transport vehicles","6 HS92","1998","$28.2B","Vehicles"
"Transport vehicles","6 HS92","1999","$29.1B","Vehicles"
"Transport vehicles","6 HS92","2000","$29.2B","Vehicles"
"Transport vehicles","6 HS92","2001","$28.7B","Vehicles"
"Transport vehicles","6 HS92","2002","$31.3B","Vehicles"
"Transport vehicles","6 HS92","2003","$40.0B","Vehicles"
"Transport vehicles","6 HS92","2004","$48.1B","Vehicles"
"Transport vehicles","6 HS92","2005","$47.8B","Vehicles"
"Transport vehicles","6 HS92","2006","$51.0B","Vehicles"
"Transport vehicles","6 HS92","2007","$59.3B","Vehicles"
"Transport vehicles","6 HS92","2008","$59.5B","Vehicles"
"Transport vehicles","6 HS92","2009","$46.6B","Vehicles"
"Transport vehicles","6 HS92","2010","$48.7B","Vehicles"
"Transport vehicles","6 HS92","2011","$58.2B","Vehicles"
"Transport vehicles","6 HS92","2012","$48.9B","Vehicles"
"Transport vehicles","6 HS92","2013","$57.5B","Vehicles"
"Transport vehicles","6 HS92","2014","$59.3B","Vehicles"
"Transport vehicles","6 HS92","2015","$56.4B","Vehicles"
"Transport vehicles","6 HS92","2016","$63.1B","Vehicles"
"Transport vehicles","6 HS92","2017","$63.1B","Vehicles"
"Transport vehicles","6 HS92","2018","$65.9B","Vehicles"
"Transport vehicles","6 HS92","2019","$63.2B","Vehicles"
"Transport vehicles","6 HS92","2020","$55.9B","Vehicles"
"Transport vehicles","6 HS92","2021","$61.0B","Vehicles"
"Machinery and instruments","7 HS92","1995","$9.98B","Machinery"
"Machinery and instruments","7 HS92","1996","$12.3B","Machinery"
"Machinery and instruments","7 HS92","1997","$12.2B","Machinery"
"Machinery and instruments","7 HS92","1998","$13.1B","Machinery"
"Machinery and instruments","7 HS92","1999","$13.5B","Machinery"
"Machinery and instruments","7 HS92","2000","$12.9B","Machinery"
"Machinery and instruments","7 HS92","2001","$12.7B","Machinery"
"Machinery and instruments","7 HS92","2002","$13.3B","Machinery"
"Machinery and instruments","7 HS92","2003","$16.2B","Machinery"
"Machinery and instruments","7 HS92","2004","$18.5B","Machinery"
"Machinery and instruments","7 HS92","2005","$19.6B","Machinery"
"Machinery and instruments","7 HS92","2006","$21.3B","Machinery"
"Machinery and instruments","7 HS92","2007","$25.6B","Machinery"
"Machinery and instruments","7 HS92","2008","$26.8B","Machinery"
"Machinery and instruments","7 HS92","2009","$21.5B","Machinery"
"Machinery and instruments","7 HS92","2010","$22.4B","Machinery"
"Machinery and instruments","7 HS92","2011","$26.5B","Machinery"
"Machinery and instruments","7 HS92","2012","$26.9B","Machinery"
"Machinery and instruments","7 HS92","2013","$30.5B","Machinery"
"Machinery and instruments","7 HS92","2014","$29.6B","Machinery"
"Machinery and instruments","7 HS92","2015","$27.3B","Machinery"
"Machinery and instruments","7 HS92","2016","$27.4B","Machinery"
"Machinery and instruments","7 HS92","2017","$29.9B","Machinery"
"Machinery and instruments","7 HS92","2018","$31.7B","Machinery"
"Machinery and instruments","7 HS92","2019","$30.6B","Machinery"
"Machinery and instruments","7 HS92","2020","$28.1B","Machinery"
"Machinery and instruments","7 HS92","2021","$32.8B","Machinery"
"Electronics","8 HS92","1995","$6.01B","Electronics"
"Electronics","8 HS92","1996","$6.65B","Electronics"
"Electronics","8 HS92","1997","$7.19B","Electronics"
"Electronics","8 HS92","1998","$7.68B","Electronics"
"Electronics","8 HS92","1999","$8.22B","Electronics"
"Electronics","8 HS92","2000","$8.11B","Electronics"
"Electronics","8 HS92","2001","$8.31B","Electronics"
"Electronics","8 HS92","2002","$8.60B","Electronics"
"Electronics","8 HS92","2003","$10.6B","Electronics"
"Electronics","8 HS92","2004","$12.2B","Electronics"
"Electronics","8 HS92","2005","$13.3B","Electronics"
"Electronics","8 HS92","2006","$15.0B","Electronics"
"Electronics","8 HS92","2007","$16.8B","Electronics"
"Electronics","8 HS92","2008","$18.3B","Electronics"
"Electronics","8 HS92","2009","$14.1B","Electronics"
"Electronics","8 HS92","2010","$15.4B","Electronics"
"Electronics","8 HS92","2011","$17.7B","Electronics"
"Electronics","8 HS92","2012","$16.0B","Electronics"
"Electronics","8 HS92","2013","$16.1B","Electronics"
"Electronics","8 HS92","2014","$17.0B","Electronics"
"Electronics","8 HS92","2015","$15.5B","Electronics"
"Electronics","8 HS92","2016","$15.5B","Electronics"
"Electronics","8 HS92","2017","$16.7B","Electronics"
"Electronics","8 HS92","2018","$19.1B","Electronics"
"Electronics","8 HS92","2019","$17.8B","Electronics"
"Electronics","8 HS92","2020","$17.0B","Electronics"
"Electronics","8 HS92","2021","$19.7B","Electronics"
"Other","9 HS92","1996","$381M","Other"
"Other","9 HS92","1997","$605M","Other"
"Other","9 HS92","1998","$377M","Other"
"Other","9 HS92","1999","$449M","Other"
"Other","9 HS92","2000","$1.79B","Other"
"Other","9 HS92","2001","$1.88B","Other"
"Other","9 HS92","2002","$1.87B","Other"
"Other","9 HS92","2003","$2.51B","Other"
"Other","9 HS92","2004","$2.92B","Other"
"Other","9 HS92","2005","$3.02B","Other"
"Other","9 HS92","2006","$3.81B","Other"
"Other","9 HS92","2007","$5.29B","Other"
"Other","9 HS92","2008","$6.26B","Other"
"Other","9 HS92","2009","$6.05B","Other"
"Other","9 HS92","2010","$6.82B","Other"
"Other","9 HS92","2011","$9.09B","Other"
"Other","9 HS92","2012","$12.4B","Other"
"Other","9 HS92","2013","$13.1B","Other"
"Other","9 HS92","2014","$12.5B","Other"
"Other","9 HS92","2015","$8.14B","Other"
"Other","9 HS92","2016","$7.19B","Other"
"Other","9 HS92","2017","$7.24B","Other"
"Other","9 HS92","2018","$17.0B","Other"
"Other","9 HS92","2019","$24.8B","Other"
"Other","9 HS92","2020","$21.2B","Other"
"Other","9 HS92","2021","$29.5B","Other"
"Services","","1995","$40.4B","Services"
"Services","","1996","$44.1B","Services"
"Services","","1997","$43.3B","Services"
"Services","","1998","$48.6B","Services"
"Services","","1999","$52.3B","Services"
"Services","","2000","$52.7B","Services"
"Services","","2001","$55.9B","Services"
"Services","","2002","$60.5B","Services"
"Services","","2003","$74.4B","Services"
"Services","","2004","$84.9B","Services"
"Services","","2005","$92.9B","Services"
"Services","","2006","$105B","Services"
"Services","","2007","$121B","Services"
"Services","","2008","$134B","Services"
"Services","","2009","$114B","Services"
"Services","","2010","$114B","Services"
"Services","","2011","$133B","Services"
"Services","","2012","$125B","Services"
"Services","","2013","$130B","Services"
"Services","","2014","$138B","Services"
"Services","","2015","$121B","Services"
"Services","","2016","$131B","Services"
"Services","","2017","$144B","Services"
"Services","","2018","$155B","Services"
"Services","","2019","$157B","Services"
"Services","","2020","$90.1B","Services"
"Services","","2021","$119B","Services"
